0,1,2,3,4,5,6,7,8,9
Launch of 26 Starlink v2 mini optimized satellites to a 535 km (332 mi) orbit at an inclination of 70° to expand internet constellation. 500th Falcon 9 mission.,,,,,,,,,
490,"June 13, 202515:29[356]",F9 B5B1078‑21,"Cape Canaveral, SLC‑40",Starlink: Group 12-26,"~17,100 kg (37,700 lb)",LEO,SpaceX,Success,Success (ASOG)
"Launch of 23 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.",,,,,,,,,
491,"June 17, 202503:36[357]",F9 B5B1093‑3,"Vandenberg, SLC‑4E",Starlink: Group 15-9,"~14,950 kg (32,960 lb)",LEO,SpaceX,Success,Success (OCISLY)
Launch of 26 Starlink v2 mini optimized satellites to a 535 km (332 mi) orbit at an inclination of 70° to expand internet constellation.,,,,,,,,,
492,"June 18, 202505:55[358]",F9 B5B1090‑5,"Cape Canaveral, SLC‑40",Starlink: Group 10-18,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (JRTI)
Launch of 28 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation.,,,,,,,,,
493,"June 23, 202505:58[359]",F9 B5B1069‑25,"Cape Canaveral, SLC‑40",Starlink: Group 10-23,"~15,500 kg (34,200 lb)",LEO,SpaceX,Success,Success (ASOG)
Launch of 27 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation.,,,,,,,,,
494,"June 23, 202521:25[360]",F9 B5B1071‑26,"Vandenberg, SLC‑4E",Transporter-14 (70 payloads smallsat rideshare)[67],Unknown[l],SSO,Various,Success,Success (OCISLY)
Dedicated SmallSat rideshare mission to sun-synchronous orbit.,,,,,,,,,
495,"June 25, 202506:31[361]",F9 B5B1094‑2,"Kennedy, LC‑39A",Axiom Mission 4 (Crew Dragon C213-1 Grace),"~13,000 kg (29,000 lb)",LEO (ISS),Axiom Space,Success,Success (LZ‑1)
"Fully private flight to the ISS.[36] The crew consisted of Axiom Commander Peggy Whitson, Pilot Shubhanshu Shukla of the ISRO and mission specialists Sławosz Uznański-Wiśniewski of ESA/POLSA and Tibor Kapu of Hungary.",,,,,,,,,
496,"June 25, 202519:54[362]",F9 B5B1080‑20,"Cape Canaveral, SLC‑40",Starlink: Group 10-16,"~15,500 kg (34,200 lb)",LEO,SpaceX,Success,Success (JRTI)
Launch of 27 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. The active fairing half flew for record 32th time as per launch webcasts.,,,,,,,,,
497,"June 28, 202504:26[363]",F9 B5B1092‑5,"Cape Canaveral, SLC‑40",Starlink: Group 10-34,"~15,500 kg (34,200 lb)",LEO,SpaceX,Success,Success (ASOG)
Launch of 27 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. 1st time flying a fairing half for the 32nd time.,,,,,,,,,
498,"June 28, 202517:13[363]",F9 B5B1088‑8,"Vandenberg, SLC‑4E",Starlink: Group 15-7,"~14,950 kg (32,960 lb)",LEO,SpaceX,Success,Success (OCISLY)
"Launch of 26 Starlink v2 mini optimized satellites to a 535 km (332 mi) orbit at an inclination of 70° to expand internet constellation. Fastest turnaround between two launches from a single pad (56 hours, 31 minutes and 10sec apart), three launches from a single pad (118 hours 27 minutes 30 seconds) and for barge from preceding landed booster arrival onshore to next launch (5 days).",,,,,,,,,
499,"July 1, 202521:04[364]",F9 B5B1085‑9,"Kennedy, LC‑39A",MTG-S1 / Sentinel-4A[365],"3,800 kg (8,400 lb)",GTO,EUMETSAT,Success,Success (JRTI)
Geostationary weather satellite. Launch vehicle changed from Ariane 6 to Falcon 9.[365],,,,,,,,,
500,"July 2, 202506:28[366]",F9 B5B1067‑29,"Cape Canaveral, SLC‑40",Starlink: Group 10-25,"~15,500 kg (34,200 lb)",LEO,SpaceX,Success,Success (ASOG)
"Launch of 27 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. 500th launch of Falcon 9. First booster to fly 29th time, new record.",,,,,,,,,
501,"July 8, 202508:21[367]",F9 B5B1077‑22,"Cape Canaveral, SLC‑40",Starlink: Group 10-28,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (ASOG)
Launch of 28 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. 500th orbital launch of Falcon 9.,,,,,,,,,
502,"July 13, 202505:04[368]",F9 B5B1083‑13,"Cape Canaveral, SLC‑40",Dror-1 [he],"4,000 kg (8,800 lb)",GTO,IAI,Success,Success (JRTI)
Launch of the Dror 1 geostationary communication satellite built and developed by Israel Aerospace Industries (IAI). 500th successful launch of Falcon 9.[369][370],,,,,,,,,
503,"July 16, 202502:05[371]",F9 B5B1093‑4,"Vandenberg, SLC‑4E",Starlink: Group 15-2,"~14,950 kg (32,960 lb)",LEO,SpaceX,Success,Success (OCISLY)
Launch of 26 Starlink v2 mini optimized satellites to a 295 km (183 mi) orbit at an inclination of 70° to expand internet constellation.,,,,,,,,,
504,"July 16, 202506:30[372]",F9 B5B1096‑1,"Cape Canaveral, SLC‑40",KuiperSat × 24 (KF-01),"~14,784 kg (32,593 lb)",LEO,Amazon (Kuiper Systems),Success,Success (ASOG)
First of three Falcon 9 launches in support of Amazon's Project Kuiper internet constellation.[373][374] First Kuiper launch on a rocket other than Atlas V.,,,,,,,,,
505,"July 19, 202503:52[375]",F9 B5B1082‑14,"Vandenberg, SLC‑4E",Starlink: Group 17-3,"~17,500 kg (38,600 lb)",SSO,SpaceX,Success,Success (OCISLY)
Launch of 24 Starlink v2 mini satellites to a 560 km (350 mi) orbit at an inclination of 97° to expand internet constellation.,,,,,,,,,
506,"July 22, 202521:12[376]",F9 B5B1090‑6,"Cape Canaveral, SLC‑40",O3b mPOWER 9 & 10,"3,400 kg (7,500 lb)",MEO,SES,Success,Success (JRTI)
"Launch of two O3b mPOWER satellites, a system operated by SES that delivers high-throughput, low-latency global broadband from medium Earth orbit using dynamic beam shaping.",,,,,,,,,
507,"July 23, 202518:13[377]",F9 B5B1081‑16,"Vandenberg, SLC‑4E",TRACERS (2 satellites)+ 5 rideshares,"~920 kg (2,030 lb)",SSO,NASA,Success,Success (LZ‑4)
"Tandem Reconnection and Cusp Electrodynamics Reconnaissance Satellites (TRACERS) is a Small Explorers program mission. Additional scientific SmallSat missions will rideshare: PExT Demo (Polylingual Experimental Terminal), Athena EPIC (Economical Payload Integration Cost), REAL (Realistic Electron Atmospheric Loss), 5 × Skykraft 4 space-based air traffic management satellites and LIDE (Direct Access Live Demonstration).",,,,,,,,,
508,"July 26, 202509:01[378]",F9 B5B1078‑22,"Cape Canaveral, SLC‑40",Starlink: Group 10-26,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (ASOG)
Launch of 28 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation.,,,,,,,,,
509,"July 27, 202504:31[379]",F9 B5B1075‑19,"Vandenberg, SLC‑4E",Starlink: Group 17-2,"~17,500 kg (38,600 lb)",SSO,SpaceX,Success,Success (OCISLY)
Launch of 24 Starlink v2 mini satellites to a 560 km (350 mi) orbit at an inclination of 97° to expand internet constellation.,,,,,,,,,
510,"July 30, 202503:37[380]",F9 B5B1069‑26,"Cape Canaveral, SLC‑40",Starlink: Group 10-29,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (JRTI)
Launch of 28 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation.,,,,,,,,,
511,"July 31, 202518:35[381]",F9 B5B1071‑27,"Vandenberg, SLC‑4E",Starlink: Group 13-4 + 2 Starshield satellites[382],"~14,060 kg (31,000 lb)(Starlink)",SSO,SpaceX,Success,Success (OCISLY)
"Launch of 19 Starlink v2 mini satellites to a 325 km (202 mi) orbit at an inclination of 97° to expand internet constellation. Two Starshield onboard this starlink group, and there were no views of second stage during launch.",,,,,,,,,
512,"August 1, 202515:43[383]",F9 B5B1094‑3,"Kennedy, LC‑39A",Crew-11 (Crew Dragon C206-6 Endeavour),"~13,000 kg (29,000 lb)",LEO (ISS),NASA (CCP),Success,Success (LZ‑1)
"Long-duration mission. Will ferry four Expedition 73 / 74 crew members to the ISS. Endeavour is the first Dragon to fly beyond the initial certification of 5 flights per Dragon. During a press conference before Crew-11, Gerstenmaier said the landing of B1094 will be the final use of Landing Zone 1, but they will continue to use Landing Zone 2. That site, Launch Complex 13, is being transitioned back to a launch pad to be jointly used by Phantom Space Corporation and Vaya Space, while SpaceX will make new landing pads within the vicinity of LC‑39A and SLC‑40.[384] Fastest Crew Dragon rendezvous to date.",,,,,,,,,
513,"August 4, 202507:57[385]",F9 B5B1080‑21,"Cape Canaveral, SLC‑40",Starlink: Group 10-30,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (JRTI)
Launch of 28 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation.,,,,,,,,,
514,"August 11, 202512:35[386]",F9 B5B1091‑1,"Cape Canaveral, SLC‑40",KuiperSat × 24 (KF-02),"~14,784 kg (32,593 lb)",LEO,Amazon (Kuiper Systems),Success,Success (ASOG)
Second of three Falcon 9 launches in support of Amazon's Project Kuiper internet constellation.[374] First Falcon Heavy core type booster to fly a Falcon 9 mission.[387],,,,,,,,,
515,"August 14, 202505:05[388]",F9 B5B1093‑5,"Vandenberg, SLC‑4E",Starlink: Group 17-4,"~17,500 kg (38,600 lb)",SSO,SpaceX,Success,Success (OCISLY)
Launch of 24 Starlink v2 mini satellites to a 560 km (350 mi) orbit at an inclination of 98° to expand internet constellation.,,,,,,,,,
516,"August 14, 202512:29[389]",F9 B5B1085‑10,"Cape Canaveral, SLC‑40",Starlink: Group 10-20,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (JRTI)
Launch of 28 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. Starlink tested a “mini laser” to allow connectivity for third party satellites and space stations with the Starlink constellation.[390],,,,,,,,,
517,"August 18, 202516:26[391]",F9 B5B1088‑9,"Vandenberg, SLC‑4E",Starlink: Group 17-5,"~17,500 kg (38,600 lb)",SSO,SpaceX,Success,Success (OCISLY)
Launch of 24 Starlink v2 mini satellites to a 560 km (350 mi) orbit at an inclination of 98° to expand internet constellation. 100th Falcon 9 launch this year.,,,,,,,,,
518,"August 22, 202503:50[392]",F9 B5B1092‑6[393],"Kennedy, LC‑39A",USSF-36 (Boeing X-37B OTV-8),"~4,990 kg (11,000 lb)",LEO,USSF,Success,Success (LZ‑2)
Launch part of Phase 2 US Space Force contract awarded in 2021.[394],,,,,,,,,
519,"August 22, 202517:04[395]",F9 B5B1081‑17,"Vandenberg, SLC‑4E",Starlink: Group 17-6,"~17,500 kg (38,600 lb)",SSO,SpaceX,Success,Success (OCISLY)
Launch of 24 Starlink v2 mini satellites to a 281 km (175 mi) orbit at an inclination of 97° to expand internet constellation.,,,,,,,,,
520,"August 24, 202506:45[396]",F9 B5B1090‑7,"Cape Canaveral, SLC‑40",SpaceX CRS-33 (Dragon C211-3),"2,300 kg (5,100 lb)",LEO (ISS),NASA (CRS),Success,Success (ASOG)
"Commercial Resupply Services mission to the ISS. For the first time, this mission flew with a ""boost trunk"" with extra propellant and engines to perform re-boosts of the ISS over a period of several months.[397]",,,,,,,,,
521,"August 26, 202518:53[398]",F9 B5B1063‑27,"Vandenberg, SLC‑4E",NAOS + 7 rideshares[399],"~1,370 kg (3,020 lb)",SSO,Luxembourg Armed Forces & others,Success,Success (LZ‑4)
"National Advanced Optical System (NAOS) is a military reconnaissance satellite for the Luxembourg Armed Forces. Additional rideshare payloads on this mission: LEAP-1, Pelican-3 & 4, Acadia-6 and FFLY-1, 2 & 3.",,,,,,,,,
522,"August 27, 202511:10[400]",F9 B5B1095‑2,"Cape Canaveral, SLC‑40",Starlink: Group 10-56,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (JRTI)
Launch of 28 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. 400th droneship landing.,,,,,,,,,
523,"August 28, 202508:12[401]",F9 B5B1067‑30,"Kennedy, LC‑39A",Starlink: Group 10-11,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (ASOG)
Launch of 28 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. First booster to fly 30 missions.,,,,,,,,,
524,"August 30, 202504:59[402]",F9 B5B1082‑15,"Vandenberg, SLC‑4E",Starlink: Group 17-7,"~17,500 kg (38,600 lb)",SSO,SpaceX,Success,Success (OCISLY)
Launch of 24 Starlink v2 mini satellites to a 281 km (175 mi) orbit at an inclination of 97° to expand internet constellation.,,,,,,,,,
525,"August 31, 202511:49[403]",F9 B5B1077‑23,"Cape Canaveral, SLC‑40",Starlink: Group 10-14,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (JRTI)
Launch of 28 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation.,,,,,,,,,
526,"September 3, 202503:51[404]",F9 B5B1097‑1,"Vandenberg, SLC‑4E",Starlink: Group 17-8,"~17,500 kg (38,600 lb)",SSO,SpaceX,Success,Success (OCISLY)
Launch of 24 Starlink v2 mini satellites to a 281 km (175 mi) orbit at an inclination of 97° to expand internet constellation.,,,,,,,,,
527,"September 3, 202511:56[405]",F9 B5B1083‑14,"Cape Canaveral, SLC‑40",Starlink: Group 10-22,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (ASOG)
Launch of 28 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. 1st time flying a fairing half for the 33rd time.[406],,,,,,,,,
528,"September 5, 202512:32[407]",F9 B5B1069‑27,"Kennedy, LC‑39A",Starlink: Group 10-57,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (JRTI)
Launch of 28 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. 500th landing of a Falcon booster.,,,,,,,,,
529,"September 6, 202518:06[408]",F9 B5B1075‑20,"Vandenberg, SLC‑4E",Starlink: Group 17-9,"~17,500 kg (38,600 lb)",SSO,SpaceX,Success,Success (OCISLY)
"Launch of 24 Starlink v2 mini satellites to a 281 km (175 mi) orbit at an inclination of 97° to expand internet constellation. 2000th Starlink satellite launched this year. 300th dedicated Starlink launch. 150th successful landing on SpaceX's droneship, Of Course I Still Love You.",,,,,,,,,
530,"September 10, 202514:12[409]",F9 B5B1093‑6,"Vandenberg, SLC‑4E",SDA Tranche 1 Transport Layer B (21 satellites),Unknown,Polar LEO,SDA,Success,Success (OCISLY)
Launch part of Phase 2 US Space Force contract awarded in 2022.[410],,,,,,,,,
531,"September 12, 202501:56[411]",F9 B5B1078‑23,"Cape Canaveral, SLC‑40",Nusantara Lima,"~7,800 kg (17,200 lb)[412]",GTO,PT Pasifik Satelit Nusantara,Success,Success (ASOG)
A hot backup system for SATRIA-1.[413],,,,,,,,,
532,"September 13, 202517:55[414]",F9 B5B1071‑28,"Vandenberg, SLC‑4E",Starlink: Group 17-10,"~17,500 kg (38,600 lb)",SSO,SpaceX,Success,Success (OCISLY)
Launch of 24 Starlink v2 mini satellites to a 281 km (175 mi) orbit at an inclination of 97° to expand internet constellation.,,,,,,,,,
533,"September 14, 202522:11[415]",F9 B5B1094‑4,"Cape Canaveral, SLC‑40","CRS NG-23 (S.S. William ""Willie"" C. McCool)","5,000 kg (11,000 lb)",LEO (ISS),Northrop Grumman (CRS),Success,Success (LZ‑2)
"ISS cargo resupply mission for Northrop Grumman's Cygnus spacecraft. The originally planned Cygnus NG-22 spacecraft was damaged during shipment to Cape Canaveral, delaying the launch. First flight of extended Cygnus XL spacecraft. Third of four missions scheduled to fly on a Falcon 9 rocket.[416]",,,,,,,,,
534,"September 18, 202509:30[417]",F9 B5B1092‑7,"Cape Canaveral, SLC‑40",Starlink: Group 10-61,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (JRTI)
Launch of 28 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation.,,,,,,,,,
535,"September 19, 202516:31[418]",F9 B5B1088‑10,"Vandenberg, SLC‑4E",Starlink: Group 17-12,"~17,500 kg (38,600 lb)",SSO,SpaceX,Success,Success (OCISLY)
Launch of 24 Starlink v2 mini satellites to a 281 km (175 mi) orbit at an inclination of 97° to expand internet constellation.,,,,,,,,,
536,"September 21, 202510:53[419]",F9 B5B1085‑11,"Cape Canaveral, SLC‑40",Starlink: Group 10-27,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (ASOG)
"Launch of 28 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. Longest turnaround of a reusable component, achieved by the fairing half SN173 (1,568 days), last flown on the SXM-8 mission on June 6, 2021, breaking the previous record of F9 B5 B1053 (1,406 days).",,,,,,,,,
537,"September 22, 202517:38[420]",F9 B5B1081‑18,"Vandenberg, SLC‑4E",NROL-48 (~11 Starshield satellites),Unknown,LEO,NRO,Success,Success (LZ‑4)
Eleventh launch of SpaceX/Northrop Grumman-built Starshield satellites for the National Reconnaissance Office.,,,,,,,,,
538,"September 24, 202511:30[421]",F9 B5B1096‑2,"Kennedy, LC‑39A",Interstellar Mapping and Acceleration Probe (IMAP)[422],"1,477 kg (3,256 lb)",Sun–Earth L1,NASA,Success,Success (JRTI)
"In September 2020, NASA selected SpaceX to launch the IMAP mission, which will help researchers better understand the boundary of the heliosphere, a magnetic barrier surrounding our solar system. The total launch cost is approximately US$109.4 million. The secondary payloads include the Carruthers Geocorona Observatory and the National Oceanic and Atmospheric Administration's Space Weather Follow On-Lagrange 1 (SWFO-L1) mission.",,,,,,,,,
539,"September 25, 202508:39[423]",F9 B5B1080‑22,"Cape Canaveral, SLC‑40",Starlink: Group 10-15,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (ASOG)
Launch of 28 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation.,,,,,,,,,
540,"September 26, 202504:26[424]",F9 B5B1082‑16,"Vandenberg, SLC‑4E",Starlink: Group 17-11,"~17,500 kg (38,600 lb)",SSO,SpaceX,Success,Success (OCISLY)
Launch of 24 Starlink v2 mini satellites to a 281 km (175 mi) orbit at an inclination of 97° to expand internet constellation.,,,,,,,,,
541,"September 29, 202502:04[425]",F9 B5B1063‑28,"Vandenberg, SLC‑4E",Starlink: Group 11-20,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (OCISLY)
Launch of 28 Starlink v2 mini optimized satellites to a 295 km (183 mi) orbit at an inclination of 53° to expand internet constellation. First time SpaceX conducted 8 West Coast launches in a single calendar month.,,,,,,,,,
542,"October 3, 202514:06[426]",F9 B5B1097‑2,"Vandenberg, SLC‑4E",Starlink: Group 11-39,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (OCISLY)
"Launch of 28 Starlink v2 mini optimized satellites to a 295 km (183 mi) orbit at an inclination of 53° to expand internet constellation. 47 launches were carried out in this complex this year, surpassing last year with 46 launches carried out.",,,,,,,,,
543,"October 7, 202506:46[427]",F9 B5B1090‑8,"Cape Canaveral, SLC‑40",Starlink: Group 10-59,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (ASOG)
Launch of 28 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. 90th Starlink mission of 2025.,,,,,,,,,
544,"October 8, 202503:54[428]",F9 B5B1071‑29,"Vandenberg, SLC‑4E",Starlink: Group 11-17,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (OCISLY)
Launch of 28 Starlink v2 mini optimized satellites to a 295 km (183 mi) orbit at an inclination of 53° to expand internet constellation.,,,,,,,,,
545,"October 14, 202501:58[429]",F9 B5B1091‑2,"Cape Canaveral, SLC‑40",KuiperSat × 24 (KF-03),"~14,784 kg (32,593 lb)",LEO,Amazon (Kuiper Systems),Success,Success (ASOG)
Third of three Falcon 9 launches in support of Amazon's Project Kuiper internet constellation.[374] Final Kuiper launch prior to its renaming to Amazon Leo.,,,,,,,,,
546,"October 15, 202523:06[430]",F9 B5B1093‑7,"Vandenberg, SLC‑4E",SDA Tranche 1 Transport Layer C (21 satellites),Unknown,Polar LEO,SDA,Success,Success (OCISLY)
Launch part of Phase 2 US Space Force contract awarded in 2022.[410][431],,,,,,,,,
547,"October 16, 202509:27[432]",F9 B5B1095‑3,"Cape Canaveral, SLC‑40",Starlink: Group 10-52,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (JRTI)
"Launch of 28 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. 500th landing of a Falcon first stage booster. Fastest launch to launch from the same American Launch Pad at 55 hours, 29 minutes and 9 seconds. Fastest Transporter Erector roll-in to hangar for booster integration to launch at 12 hours, 5 minutes, 20 seconds. 1st time flying a fairing half for the 34th time.",,,,,,,,,
548,"October 19, 202517:39[433]",F9 B5B1067‑31,"Cape Canaveral, SLC‑40",Starlink: Group 10-17,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (ASOG)
Launch of 28 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. First booster to fly 31 missions.,,,,,,,,,
549,"October 19, 202519:24[434]",F9 B5B1088‑11,"Vandenberg, SLC‑4E",Starlink: Group 11-19,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (OCISLY)
"Launch of 28 Starlink v2 mini optimized satellites to a 295 km (183 mi) orbit at an inclination of 53° to expand internet constellation. Launched 10,000th Starlink satellite.",,,,,,,,,
550,"October 22, 202514:16[435]",F9 B5B1075‑21,"Vandenberg, SLC‑4E",Starlink: Group 11-5,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (OCISLY)
Launch of 28 Starlink v2 mini optimized satellites to a 295 km (183 mi) orbit at an inclination of 53° to expand internet constellation.,,,,,,,,,
551,"October 24, 202501:30[436]",F9 B5B1076‑22,"Cape Canaveral, SLC‑40",Spainsat NG II,"6,100 kg (13,400 lb)",GTO,Hisdesat,Success,No attempt
"Communications satellite built on the Eurostar-Neo platform, to be utilized by the Spanish government and its allies.[278] Second of two launches for the Spainsat-NG program. First stage booster was expended due to the performance needed to lift the 6,100 kg (13,400 lb) satellite to GTO.",,,,,,,,,
552,"October 25, 202514:20[437]",F9 B5B1081‑19,"Vandenberg, SLC‑4E",Starlink: Group 11-12,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (OCISLY)
Launch of 28 Starlink v2 mini optimized satellites to a 295 km (183 mi) orbit at an inclination of 53° to expand internet constellation.,,,,,,,,,
553,"October 26, 202515:00[438]",F9 B5B1077‑24,"Cape Canaveral, SLC‑40",Starlink: Group 10-21,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (ASOG)
Launch of 28 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation.,,,,,,,,,
554,"October 28, 202500:43[439]",F9 B5B1082‑17,"Vandenberg, SLC‑4E",Starlink: Group 11-21,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (OCISLY)
"Launch of 28 Starlink v2 mini optimized satellites to a 295 km (183 mi) orbit at an inclination of 53° to expand internet constellation. Fastest turnaround between two consecutive launches for SLC-4E, with 2 days and 10 hours between launches. The droneship made it to the landing position roughly 15 seconds before the start of propellant loading.[440]",,,,,,,,,
555,"October 29, 202516:35[441]",F9 B5B1083‑15,"Cape Canaveral, SLC‑40",Starlink: Group 10-37,"~16,675 kg (36,762 lb)",LEO,SpaceX,Success,Success (JRTI)
Launch of 29 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. First time launch of 29 optimized Starlink v2 mini.,,,,,,,,,
556,"October 31, 202520:41[442]",F9 B5B1063‑29,"Vandenberg, SLC‑4E",Starlink: Group 11-23,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (OCISLY)
Launch of 28 Starlink v2 mini optimized satellites to a 295 km (183 mi) orbit at an inclination of 53° to expand internet constellation. 100th Starlink Mission in 2025. 500th Falcon 9 Block 5 launch.,,,,,,,,,
557,"November 2, 202505:09[443]",F9 B5B1091‑3,"Cape Canaveral, SLC‑40",Bandwagon-4 (18 payloads smallsat rideshare)[67][87],Unknown[l],LEO,Various,Success,Success (LZ‑2)
Dedicated SmallSat Rideshare mission to 45 degree inclination 550–600 km altitude.,,,,,,,,,
558,"November 6, 202501:31[444]",F9 B5B1094‑5,"Cape Canaveral, SLC‑40",Starlink: Group 6-81,"~16,675 kg (36,762 lb)",LEO,SpaceX,Success,Success (JRTI)
Launch of 29 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. 500th successful Falcon 9 Block 5 Orbital launch.,,,,,,,,,
559,"November 6, 202521:13[445]",F9 B5B1093‑8,"Vandenberg, SLC‑4E",Starlink: Group 11-14,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (OCISLY)
Launch of 28 Starlink v2 mini optimized satellites to a 295 km (183 mi) orbit at an inclination of 53° to expand internet constellation.,,,,,,,,,
560,"November 9, 202508:10[446]",F9 B5B1069‑28,"Kennedy, LC‑39A",Starlink: Group 10-51,"~16,675 kg (36,762 lb)",LEO,SpaceX,Success,Success (ASOG)
Launch of 29 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation.,,,,,,,,,
561,"November 11, 202503:21[447]",F9 B5B1096‑3,"Cape Canaveral, SLC‑40",Starlink: Group 6-87,"~16,675 kg (36,762 lb)",LEO,SpaceX,Success,Success (JRTI)
Launch of 29 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.,,,,,,,,,
562,"November 15, 202503:08[448]",F9 B5B1092‑8,"Kennedy, LC‑39A",Starlink: Group 6-89,"~16,675 kg (36,762 lb)",LEO,SpaceX,Success,Success (ASOG)
Launch of 29 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.,,,,,,,,,
563,"November 15, 202506:44[449]",F9 B5B1078‑24,"Cape Canaveral, SLC‑40",Starlink: Group 6-85,"~16,675 kg (36,762 lb)",LEO,SpaceX,Success,Success (JRTI)
Launch of 29 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.,,,,,,,,,
564,"November 17, 202505:21[450]",F9 B5B1097‑3,"Vandenberg, SLC‑4E",Sentinel-6B[451],"1,440 kg (3,170 lb)",LEO,NASA / NOAA / EUMETSAT / ESA,Success,Success (LZ‑4)
Identical to Sentinel-6A.[452] 500th overall reflight of a flight-proven Falcon family booster.,,,,,,,,,
565,"November 19, 202500:12[453]",F9 B5B1085‑12,"Cape Canaveral, SLC‑40",Starlink: Group 6-94,"~16,675 kg (36,762 lb)",LEO,SpaceX,Success,Success (ASOG)
Launch of 29 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.,,,,,,,,,
566,"November 21, 202503:39[454]",F9 B5B1080‑23,"Kennedy, LC‑39A",Starlink: Group 6-78,"~16,675 kg (36,762 lb)",LEO,SpaceX,Success,Success (JRTI)
Launch of 29 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. 1st time flying a fairing half for the 35th time.,,,,,,,,,
